time,pack_voltage,pack_current,pack_soc,pack_temperature,ambient_temperature,voltage_imbalance,soc_imbalance,temperature_imbalance,min_cell_voltage,max_cell_voltage,min_cell_soc,max_cell_soc,min_cell_temperature,max_cell_temperature,balancing_active,safety_events,cell_0_voltage,cell_0_soc,cell_0_temperature,cell_1_voltage,cell_1_soc,cell_1_temperature,cell_2_voltage,cell_2_soc,cell_2_temperature,cell_3_voltage,cell_3_soc,cell_3_temperature,cell_4_voltage,cell_4_soc,cell_4_temperature,cell_5_voltage,cell_5_soc,cell_5_temperature,cell_6_voltage,cell_6_soc,cell_6_temperature,cell_7_voltage,cell_7_soc,cell_7_temperature,cell_8_voltage,cell_8_soc,cell_8_temperature,cell_9_voltage,cell_9_soc,cell_9_temperature,cell_10_voltage,cell_10_soc,cell_10_temperature,cell_11_voltage,cell_11_soc,cell_11_temperature,cell_12_voltage,cell_12_soc,cell_12_temperature,cell_13_voltage,cell_13_soc,cell_13_temperature,cell_14_voltage,cell_14_soc,cell_14_temperature,cell_15_voltage,cell_15_soc,cell_15_temperature,cell_16_voltage,cell_16_soc,cell_16_temperature,cell_17_voltage,cell_17_soc,cell_17_temperature,cell_18_voltage,cell_18_soc,cell_18_temperature,cell_19_voltage,cell_19_soc,cell_19_temperature,action,reward,controller,controller_mode,desired_pack_current
5.0,54.13025957860664,-6.778668594360352,0.2037794675736346,31.488101207345814,31.69224739074707,0.054355728025148764,0.000670602421912192,0.0035583730645214473,2.6824663086835048,2.7368220367086535,0.20347287678556075,0.20414347920747294,31.484542834281292,31.488101207345814,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.732035566316579,0.20365629079267034,31.488101207345814,2.7071082259538266,0.20377318218176016,31.487220662601825,2.7119910796378526,0.20362955626240498,31.4871718365811,2.6912045583569264,0.2034819422608076,31.486350003691033,2.702433262874112,0.20379148683374962,31.486743482465467,2.7118874631997327,0.203791483684493,31.486403600937162,2.695202238634151,0.20347287678556075,31.48624165239218,2.7165376144408038,0.20360862803784083,31.487683002048463,2.701430341565516,0.2038371700136775,31.487234168986596,2.706720559275118,0.20364813085996308,31.486393857760866,2.7014198388223574,0.20383598042171786,31.486222258927302,2.7368220367086535,0.20383643444532298,31.488036031843308,2.710483966412813,0.2037023064380928,31.487946595455714,2.693698304644332,0.20414347920747294,31.486856696202274,2.7209700284332867,0.2041007721087558,31.48782850056082,2.6924074960151323,0.2038554921187557,31.486462549150076,2.712673494560268,0.20394697849440369,31.486070686314545,2.6824663086835048,0.20368913236167024,31.484542834281292,2.690581488182578,0.20392531121629814,31.485458538354514,2.7121857058890986,0.20403180394350615,31.48755867777504,1.0,-0.6899917255210921,cccv,CC,-6.778668594360352
10.0,54.1827873199734,-6.778668594360352,0.20755908198804623,31.498918002698048,31.69224739074707,0.05456414735096127,0.0013412845965585785,0.006478017659478752,2.6849539436990817,2.739518091050043,0.2069458677453981,0.2082871523419567,31.49243998503857,31.498918002698048,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.7344813259539795,0.20731271484274771,31.498918002698048,2.7097142060280084,0.20754651080500064,31.49747409207321,2.7143983122457103,0.2072592428745668,31.49710881842962,2.69340577601304,0.2069639995935585,31.495801777436355,2.705064251729192,0.20758312225250494,31.496264235635234,2.7145191889699682,0.20758311594904338,31.495753873033706,2.69739115939013,0.2069458677453981,31.49566073523988,2.7189161563132758,0.20721738418795035,31.497934416154113,2.704124572256662,0.20767449405004504,31.49728801298859,2.7091531600876717,0.20729639407364767,31.49581146395792,2.704112419126233,0.20767211471068261,31.49569484777186,2.739518091050043,0.20767302283567868,31.498649546927364,2.712991947561748,0.20740475122815447,31.49859887284198,2.696816413735022,0.2082871523419567,31.496941568771412,2.724031452256309,0.20820173223459454,31.498148147776526,2.695126390600349,0.20771114046691141,31.49598899754099,2.7155208889818194,0.20789412461470205,31.49487908446989,2.6849539436990817,0.20737840157317397,31.49243998503857,2.6933969801886155,0.20785078730023301,31.49403919723296,2.7151506837865402,0.20806378656921662,31.497582039542802,1.0,-0.6626165476676009,cccv,CC,-6.778668594360352
15.0,54.42242535656192,-6.778668594360352,0.2113388433810152,31.50944180166695,31.69224739074707,0.05477259505749954,0.002012046617613561,0.00897094106553098,2.6967970742632086,2.751569669320708,0.21041897297899254,0.2124310195966061,31.500470860601418,31.50944180166695,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.746282579855753,0.21096927228197726,31.50944180166695,2.721675697178336,0.21131998601049126,31.50758828292213,2.7261610334533337,0.2108890599588089,31.50683847287211,2.704962459448214,0.21044617209921168,31.50516970191139,2.7170507541704985,0.21137490639590967,31.505571602734687,2.7265064289027148,0.211374896930992,31.504986092158518,2.7089355448732664,0.21041897297899254,31.505041046174043,2.730650183989175,0.21082626857336145,31.507827478212803,2.716174324255213,0.21151197225853124,31.507081693269562,2.7209412518722282,0.21094478976061898,31.50518051576112,2.7161605203703543,0.21150840300871546,31.50519048810476,2.751569669320708,0.21150976532670857,31.508903254717833,2.724855428706075,0.2111073345065871,31.508951289921743,2.7092900996306897,0.2124310195966061,31.50696887358501,2.736448446951465,0.21230288057256597,31.50810716676959,2.707200808836326,0.21156694519059654,31.50535545141742,2.7277238243144097,0.21184143851677675,31.503508381063067,2.6967970742632086,0.21106780774651754,31.500470860601418,2.7055680076252977,0.21177642839958982,31.5025947993053,2.727471218544653,0.21209594805831505,31.50713380726699,1.0,-0.6352413190648254,cccv,CC,-6.778668594360352
20.0,54.596167846486125,-6.778668594360352,0.21511875188918023,31.519707766857387,31.69224739074707,0.05498107104040795,0.002682888579747883,0.011151748391284855,2.705345408317666,2.7603264793580737,0.21389219258648312,0.216575081166231,31.508556018466102,31.519707766857387,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.75478903586846,0.2146259632398728,31.519707766857387,2.730342407327508,0.21509360793883092,31.517529343801208,2.7346289511377204,0.21451900763558038,31.51639590707353,2.713224316550842,0.21392845987896256,31.514413940077873,2.7257424780999435,0.2151668394015624,31.514706318083515,2.7351988909180123,0.21516682676686485,31.514099643019595,2.7171851029779694,0.21389219258648312,31.51431799290722,2.7390894053011228,0.21443528131403194,31.51743722518379,2.724929305465285,0.21534960478677614,31.51663870604486,2.729434542546009,0.21459331804021325,31.51447899979306,2.724913850522948,0.21534484545909574,31.514634307945386,2.7603264793580737,0.21534666207043623,31.51887581345329,2.7334241177166048,0.21481005640741574,31.5190393187778,2.718469070351199,0.216575081166231,31.516850542922977,2.7455707204148276,0.21640421731252762,31.517794706476643,2.7159804586546907,0.21542290643599027,31.514528868105188,2.7366320084794777,0.21578892035386804,31.512016016814123,2.705345408317666,0.21475735099567944,31.508556018466102,2.7144442784559093,0.21570223466266694,31.511078831213744,2.7364970180218626,0.2161282885868107,31.516310616516474,1.0,-0.607866033128595,cccv,CC,-6.778668594360352
25.0,54.76913030394482,-6.778668594360352,0.21889880764806477,31.52973689940439,31.69224739074707,0.055189575233463906,0.0033538105774221783,0.013091768532174086,2.7138547215950797,2.7690442968285436,0.21736552666788625,0.22071933724530843,31.516645130872217,31.52973689940439,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.76325646965005,0.21828278784415953,31.52973689940439,2.7389701121902927,0.21886737672976161,31.527286586663113,2.743057840985486,0.21814908602412095,31.525792035226935,2.7214471230041184,0.21741086303362844,31.523520831725435,2.734395199229664,0.2189589214056417,31.523688409298234,2.7438523507368977,0.2189589055924606,31.52309020519076,2.72539560938874,0.21736552666788625,31.523461434522048,2.747489595901357,0.2180444225277827,31.526806010034775,2.733645291596417,0.21918739178060426,31.52598307960458,2.737888807822794,0.21824197903156758,31.523684053829527,2.7336281853363027,0.21918144220542446,31.52398649261782,2.7690442968285436,0.21918371321631716,31.528612321251106,2.7419537902729907,0.21851291706276696,31.52888463235259,2.727609101695928,0.22071933724530843,31.52654932683277,2.754654048373108,0.22050574264121228,31.527249266365907,2.724721115780639,0.2192790243481918,31.523511614585118,2.745501217216575,0.2197365702778911,31.52042121221286,2.7138547215950797,0.2184470314356458,31.516645130872217,2.7232815684358918,0.21962820623770712,31.519463587090144,2.745483857903951,0.22016080832675933,31.525179150529866,1.0,-0.5804906851925473,cccv,CC,-6.778668594360352
30.0,54.92821615024728,-6.778668594360352,0.22267901079210164,31.539543619430265,31.69224739074707,0.055398107592486756,0.004024812704408021,0.014839830408028831,2.721670185175486,2.777068292767973,0.22083897532273164,0.22486378802713966,31.524703789022237,31.539543619430265,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.771030052218068,0.22193974622099985,31.539543619430265,2.7469039828318906,0.22264129252192094,31.53685823957197,2.750792874039509,0.2217792952426831,31.535030016838363,2.7289760498428732,0.22089338166342165,31.532486499729032,2.742354088629974,0.2227511525432,31.532528033889893,2.75181197943297,0.22275113354284368,31.531953284141764,2.7329122351386554,0.22083897532273164,31.532457845153992,2.7551959268061164,0.22165369233076485,31.535960532295647,2.7416674537165977,0.22302533338419708,31.535133705431384,2.745649218765125,0.22189077285347542,31.532778094078683,2.741648695907293,0.22301819339105622,31.53322457801874,2.777068292767973,0.22302091891182851,31.53813936329251,2.749789617413051,0.22221591660310472,31.538502695686976,2.736055364807999,0.22486378802713966,31.536050689033832,2.763043601918733,0.22460745674304355,31.536490322709458,2.7327679512928125,0.2231352990709627,31.532314685770828,2.7536766216248396,0.22368438843990723,31.52872870007964,2.721670185175486,0.2221368491818761,31.524703789022237,2.7314250486689704,0.22355434327251894,31.527733561628352,2.7537769092483537,0.22419350744710118,31.53378628688715,1.0,-0.5531152717033212,cccv,CC,-6.778668594360352
35.0,55.07895667483832,-6.778668594360352,0.22645936145465376,31.54913892201788,31.69224739074707,0.055606668086553235,0.00469589505359902,0.01643126936735939,2.7290683635402955,2.7846750316268487,0.22431253864989095,0.22900843370348997,31.532707652650522,31.54913892201788,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.7783863479995135,0.22559683849512682,31.54913892201788,2.7544205837220375,0.22641535545276137,31.546246022274932,2.7581106147488845,0.22540963540859923,31.544110995646577,2.736087661507021,0.22437601586787026,31.541310585259097,2.7498957107790147,0.2265435329483068,31.541230464928535,2.7593543414841655,0.22654351075231047,31.540685378119093,2.740011544664071,0.22431253864989095,31.541301994274484,2.762484962443623,0.22526309083772242,31.544919132109225,2.7492723563031234,0.22686342974027057,31.544104421083638,2.752992339837252,0.225539699624236,31.54174900121336,2.7492519467331324,0.22685509915879548,31.54233530886923,2.7846750316268487,0.22685827930280628,31.547473215836796,2.7572081635832144,0.2259190551573729,31.547905596997683,2.744084424231375,0.22900843370348997,31.545350830032927,2.7710159455551957,0.22870935980048537,31.545530035964422,2.740397529677054,0.2269917307467411,31.540949238045805,2.761434786210604,0.22763237499028047,31.536937738063546,2.7290683635402955,0.22582680434996377,31.532707652650522,2.7391512836613257,0.22748064591424996,31.53588061591676,2.7616527365305554,0.22822638611423884,31.542165760566917,1.0,-0.5257397897811238,cccv,CC,-6.778668594360352
40.0,55.22194876053585,-6.778668594360352,0.23023985976803601,31.558531794040555,31.69224739074707,0.055815256692991255,0.005367057716944734,0.01789249723399422,2.7360791008357785,2.79189435752877,0.2277862167474997,0.23315327446444442,31.54063929680656,31.558531794040555,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.785355201092023,0.22925406478993487,31.558531794040555,2.761549758998093,0.2301895656585338,31.55545305006404,2.765040907230615,0.22904010663829924,31.553035943157976,2.742811802104336,0.22785876574579414,31.549993902986547,2.757049909823842,0.2303360627541203,31.54979851878126,2.7665092810351806,0.2303360373543538,31.549284196234264,2.7467233820682475,0.2277862167474997,31.549992880966222,2.7693865469142342,0.22887261816215698,31.553695213171657,2.756489843503747,0.23070168099021413,31.552905287841963,2.759948015168494,0.2291887594615379,31.550588920970156,2.7564677819756076,0.2306921596507238,31.551310674585253,2.79189435752877,0.23069579453364258,31.55662435345868,2.764239272899969,0.2296223328530963,31.55710328378448,2.7517261241755575,0.23315327446444442,31.554451227498312,2.7786009234567945,0.2328114519942166,31.554377564082085,2.7476396950887563,0.23084831951672255,31.54942443978592,2.7688055551479422,0.23158053007871454,31.545045672286978,2.7360791008357785,0.22951689705540365,31.54063929680656,2.7464901175851884,0.23140711430925837,31.543900940043162,2.769141183902679,0.2322594444924428,31.55034244200759,1.0,-0.4983642369692025,cccv,CC,-6.778668594360352
45.0,55.35867082442948,-6.778668594360352,0.23402050586353423,31.567729916847426,31.69224739074707,0.056023873394420054,0.006038300785440376,0.019243687284490107,2.742776317919028,2.798800191313448,0.2312600097129256,0.23729831049836597,31.548486229562936,31.567729916847426,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.79201053230838,0.23291142522754824,31.567729916847426,2.7683654295105087,0.2339639232742963,31.56448299488267,2.771657672314655,0.23267070904731518,31.56180613859111,2.7492223924557266,0.2313416313953009,31.55853760550562,2.7638906066249564,0.23412874209292323,31.558233795335294,2.773350718942859,0.23412871348163472,31.557748532666203,2.753121668167167,0.2312600097129256,31.55853166617193,2.7759746010343362,0.23248227441644023,31.562299025084727,2.7633938361809625,0.23454008727419184,31.56154378938962,2.766590165599247,0.23283795248237774,31.559293036982993,2.7633701225073204,0.23452937500809654,31.560145851888414,2.798800191313448,0.23453346474740536,31.565599956565393,2.770956866194495,0.23332574981645887,31.566104216539408,2.7590543855619494,0.23729831049836597,31.563355971251426,2.7858724565127635,0.23691373350323833,31.563040639049166,2.7545683683976376,0.23470506552094242,31.557747353995765,2.7758628493231434,0.23552885385424466,31.55304940473922,2.742776317919028,0.2332071274134265,31.548486229562936,2.753515471324754,0.2353337486030442,31.551793245350236,2.7763161722361533,0.23629268274414264,31.558335096918583,1.0,-0.47098861108566004,cccv,CC,-6.778668594360352
50.0,55.490116685303065,-6.778668594360352,0.23780129987142332,31.576740054195728,31.69224739074707,0.05623251817694763,0.006709624349143323,0.020500518380551114,2.7492097057298155,2.805442223906763,0.23473391764276083,0.24144354199190415,31.556239535815177,31.576740054195728,True,"{'over_voltage_cells': [], 'under_voltage_cells': [], 'over_temperature_cells': [], 'voltage_imbalance': [], 'current_limit': False, 'pack_over_voltage': False, 'pack_under_voltage': False}",2.798402032547382,0.2365689199288766,31.576740054195728,2.774917286194226,0.2377384284339331,31.573339729629012,2.7780106009152212,0.23630144275028503,31.570423208995305,2.7553691234665276,0.23482461291378848,31.566942917945532,2.770467492127254,0.23792157109614095,31.566537331941063,2.7799283461476922,0.23792153926596327,31.566078048339406,2.7592560938611514,0.23473391764276083,31.5669205890523,2.7822988157068327,0.23609205971189556,31.570738686703216,2.7700340252826985,0.2383786487312154,31.570025705987824,2.772968482052875,0.23648727880300663,31.567858625129656,2.770008659283615,0.23836674537127928,31.56883806552546,2.805442223906763,0.23837129008591423,31.574405325117027,2.7774106343835903,0.23702930617236773,31.574915771128037,2.7661188993957517,0.24144354199190415,31.572070384129304,2.792880235698092,0.2410162045049537,31.571526142953534,2.761233240558611,0.23856196889834327,31.565923359804003,2.7826563597057627,0.2394773464652135,31.560946010933343,2.7492097057298155,0.23689749553888018,31.556239535815177,2.7602770358479063,0.2392605489402158,31.559557706137042,2.783227392491301,0.24032610103014132,31.56615819647121,1.0,-0.44361291013314874,cccv,CC,-6.778668594360352
